USER_ID,TICKET_ID,CREATED_AT,CONTENT
571,1653,2025-02-22 22:48:06.000,"I noticed that the sound quality was a bit off during last month's electronic music showcase, particularly in the VIP area at the back where the bass levels seemed excessively loud. I wasn't the only one to comment on this, so it might be worth investigating to ensure a more balanced sound experience for all attendees."
552,1664,2025-02-23 15:17:16.000,"I'm experiencing issues with the mobile app, specifically when trying to access my ticket barcode, which consistently causes the app to crash. Despite attempting to resolve the issue by uninstalling and reinstalling the app, the problem persists. I've included a screenshot of the error message for your reference."
595,1671,2025-02-24 06:36:40.000,"I'm having trouble with the notification system on your mobile app. Despite enabling notifications and selecting electronic music as my preferred genre, I haven't received any alerts about upcoming shows."
639,1681,2025-02-24 22:13:35.000,"I recently bought three VIP passes for the summer music series, but the confirmation email I received only shows standard admission. I paid $189.50 per pass, totaling $568.50, and I would appreciate it if you could look into this and confirm that the VIP passes were processed correctly."
637,1683,2025-02-24 23:08:11.000,"I recently attended your indie rock festival and thoroughly enjoyed the music, particularly the standout performance by the new underground band featuring a talented female guitarist. However, I'm experiencing difficulties with obtaining a refund for my VIP ticket. Unfortunately, my boyfriend and I were forced to cut our weekend short on Day 2 due to a family emergency and were unable to stay for the remainder of the event."
112,732,2025-03-01 14:35:12.000,"However, I have two questions:
1. I noticed next year's early bird tickets are already on sale, but the frequency of the event isn't clear. Will it be quarterly like this year or monthly as rumored on social media?
2. I bought an extra VIP ticket for my sister, but she can't make it anymore. What's your policy on ticket transfers? I checked the FAQ but couldn't find specific information about VIP tickets."
74,742,2025-03-02 14:17:53.000,"I absolutely love electronic music and was especially looking forward to catcing the midnight set at the Underground Stage, but family comes first. I've read through your refund policy and understand there's a 15% fee for refunds, which I'm fine with. However, when I try to process it through the website, I keep getting an error message (screenshot of the error also attached)."
588,1743,2025-03-02 20:18:35.000,"I'm writing to report a concerning issue with my recent ticket purchase for the Summer Jazz Fusion Festival. I bought 4 VIP tickets on Thursday (order #RT789321), but I've noticed that I've been charged twice for the same order. I've included a screenshot of the duplicate transactions from my bank statement for your reference."
153,747,2025-03-03 07:12:46.000,"Also, quick heads up - the drink prices at last week's show were displayed incorrectly on the digital menu boards compared to what we were actually charged at the bar. Not a huge deal, but thought you should know."
141,883,2025-03-04 09:43:25.000,"Additionally, I tried to transfer one of my Day 2 tickets to my brother, but the transfer feature keeps timing out. I've attached a screenshot of the error message I keep getting - it's the one with the red exclamation mark that appears after I enter his email address."
71,1341,2025-03-04 12:14:27.000,"I've been trying to transfer my VIP tickets for the upcoming Neon Dreams Festival to my sister since I unexpectedly need to travel for work that weekend. I've attempted the transfer through your app three times now, but keep getting an error message (screenshot attached). The error appears right after I enter her email address and click ""Transfer."""
32,1503,2025-03-05 00:08:26.000,"I've been trying to transfer my tickets for the upcoming Electronic Symphony concert on March 15th to my sister since I caught the flu, but I keep getting a ""Transfer Not Available for This Event"" error message (screenshot attached). Every time I click ""Transfer Tickets,"" the loading circle just spins endlessly and eventually times out with a ""Transfer failed - try again later"" notification. When I finally got past the loading screen once, it showed ""Transfer Limit Reached for this account."" I've tried both on my phone and laptop, and cleared my cache as suggested in your FAQ, but no luck."
140,767,2025-03-05 01:31:27.000,"Lastly, I absolutely love the new feature showing venue seat views before purchase, but could you consider adding more viewing angles? Sometimes it's hard to judge the stage visibility from just one perspective, especially for the balcony sections."
558,1777,2025-03-05 21:23:07.000,"I'm still waiting for confirmation on my payment for the upcoming blues workshop, which has been showing as ""pending"" for a week (Order #RT789321). Could you please look into this and let me know if everything has been processed correctly?"
153,1250,2025-03-05 21:52:02.000,"I'm having trouble transferring my tickets for next Friday's electronic dance show at The Prism. I purchased 2 VIP tickets last month (Order #RT789321), but my friend can't make it anymore due to a family emergency. I've tried using the transfer function on your app three times, but it keeps showing an error message (screenshot attached). The error appears right after I enter the recipient's email."
121,778,2025-03-05 21:55:12.000,"Lastly, the new mobile app is quite impressive, but I noticed that the genre filters don't include fusion or progressive rock. As someone who particularly enjoys these styles, it would be great to have these categories added to make discovering new shows easier."
37,1088,2025-03-07 07:25:34.000,"I'm a huge fan of techno and deep house, and I've been looking forward to seeing DJ MoonPhase's set - they rarely tour in this area! I've already booked my accommodation and arranged time off work, so I'm really hoping we can sort this out quickly."
644,1816,2025-03-08 11:24:23.000,I'm experiencing an urgent issue with a transfer and I need your assistance as soon as possible. I have a time-sensitive booking for Mike's flights and I'm worried that the tickets will expire if this isn't resolved quickly. My purchase confirmation number is TM789456.
102,773,2025-03-08 15:49:53.000,"Could you please help me with the transfer issue ASAP? I keep receiving an ""Invalid Recipient Error"" when attempting to transfer the tickets. Sarah needs to arrange her travel from Portland, and time is getting tight. I've tried multiple times, but the system won't recognize the recipient's information, and I'm concerned about reaching the transfer attempt limit."
126,1028,2025-03-09 16:22:37.000,"I've been trying to process a ticket transfer for the upcoming Electronic Garden Festival next month, but I keep encountering an error message (screenshot attached) when I click the ""Transfer"" button. I've already promised these tickets to my sister as her birthday gift, and I'm getting quite anxious as the event is only 3 weeks away."
55,400,2025-03-10 22:55:01.000,"Additionally, I noticed that similar electronic music events are happening almost every weekend in nearby cities, which is fantastic for the scene, but it would be great if there could be better coordination to avoid date conflicts. Last month, I had to choose between two amazing shows because they were on the same night."
89,902,2025-03-12 17:57:05.000,"The main problem is that even though I can access my account and see my tickets, the transfer button is completely grayed out with a ""Transfer Not Available for This Event"" message. I've also encountered a ""Transfer Limit Reached"" notification when attempting the process. I've tried using different browsers (Chrome and Safari) and even attempted it on my phone, but no luck. When I finally got the transfer button to work once, it showed an ""Invalid Recipient Error"" before failing completely. This is particularly stressful because my sister is flying in from Toronto specifically for this event."
515,1890,2025-03-13 19:53:52.000,"I recently attended the Summer Vibes Festival and I'm reaching out for assistance with a couple of issues. Firstly, I've discovered that my friend and I were double-charged for our tickets (Order #VF-29847 and #VF-29848). I've included a screenshot of my bank statement, which clearly shows the duplicate charges."
147,1506,2025-03-15 12:33:51.000,"The tickets in question are for May 15th, Order #TK789321. When attempting to transfer the tickets, I received a ""Transfer Not Available for This Event"" error message. I've tried multiple times but keep encountering the same issue. I'd really appreciate if you could help me sort this out ASAP since the event is next week."
549,1908,2025-03-15 13:44:54.000,"I appreciate the improvements in your new mobile app, which is a significant upgrade from the previous version. However, I did encounter an issue with the 'Save to Calendar' feature on Android devices, which is not functioning as expected (error screenshot attached)."
91,1515,2025-03-15 19:02:57.000,"Also, quick feedback - I noticed you've reduced the frequency of drum & bass events in the south venue. Any chance we could get more of those back? The community really misses them!"
626,1914,2025-03-15 23:52:50.000,I'm ready to help. Please go ahead and provide the example of the customer issue that needs to be rewritten.
4,1425,2025-03-16 02:41:24.000,"Additionally, I noticed you've reduced the frequency of jazz nights from weekly to monthly. As someone who particularly enjoys bebop and contemporary jazz fusion, this is disappointing. The Thursday night jazz sessions were a highlight of my week, and the community that formed around these events was really special."
92,941,2025-03-16 03:41:22.000,"I've been a regular attendee at your venue for the past few months, and while I generally love the atmosphere and lineup of electronic/techno artists, I'm experiencing some frustration with your new ticketing system. I attempted to transfer my tickets for next Friday's underground bass music event to my friend (since I unfortunately have to work late), but the transfer button keeps showing a ""Transfer Not Available for This Event"" error. When I tried again later, it switched to a ""Transfer Limit Reached"" notification, even though this would be my first transfer. I've attached a screenshot of the error message I'm getting."
92,917,2025-03-16 05:40:09.000,I look forward to hearing back from you about both the ticket transfer issue and my suggestions regarding event scheduling.
91,966,2025-03-16 13:04:24.000,"I've been trying to transfer my tickets for the upcoming electronic dance concert at Skyline Arena (Nov 15) to my sister since I'll be out of town for work. I've followed the steps in your FAQ but keep getting an error message saying ""Transfer not available for this event."" I've attached a screenshot of the error page."
54,1223,2025-03-16 13:43:36.000,"I've been trying to transfer my tickets for the upcoming Electronic Dreamscape Festival to my sister's account for the past hour, but keep getting a ""Transfer Limit Reached"" error message (screenshot attached). The red popup appears every time I hit ""confirm transfer,"" stating that I've exceeded the maximum number of transfer attempts within a 24-hour period, and I'm getting pretty frustrated. I bought these tickets back in February, and the event is this weekend - really need this sorted ASAP!"
125,930,2025-03-17 01:53:06.000,"This is especially frustrating because I'm a huge techno fan and I've been to every summer festival you've organized since 2019. The lineup this year looks incredible, and I don't want Sarah to miss out just because of technical issues. She's particularly excited about the underground warehouse stage."
529,1931,2025-03-17 03:30:42.000,"To improve the overall experience, consider making the water stations near the main stage more visible, as it took us around 20 minutes to locate one during the busiest time."
599,1940,2025-03-17 15:05:38.000,"I recently purchased tickets totaling over $450 and I'm seeking urgent assistance with two pressing concerns. Firstly, I need a prompt refund for the duplicate charge, and secondly, I would appreciate a clear explanation of the VIP benefits that I'm entitled to."
509,1948,2025-03-18 10:15:05.000,"I'm writing to report some issues I've encountered with your platform that are causing me inconvenience. Specifically, I'm having trouble with the electronic payment for my VIP pass to the Summer Beat Festival, which is being declined despite my card details being accurate. I've included a screenshot of the error message for your reference."
122,957,2025-03-18 21:23:46.000,"I attended last weekend's electronic music festival at Sunset Arena, and while most aspects were amazing (especially that incredible laser show during the midnight set!), I've encountered a frustrating situation with my VIP pass that I need help resolving."
137,958,2025-03-18 22:57:50.000,"While I'm writing, I also wanted to mention that the new venue layout was much better than last year's - having the electronic stage further from the folk stage really helped with sound bleeding. However, the drink lines were incredibly long, and the VIP area wasn't worth the extra cost since the viewing platform was blocked by speaker towers."
78,1659,2025-03-18 23:22:26.000,"On another note, I'm having trouble with my ticket transfer for next month's blues festival. I've attached a screenshot of the error message I keep getting when trying to transfer my VIP pass to my sister. The system keeps saying ""invalid recipient email"" even though I've triple-checked the address. I need this sorted out ASAP as I unfortunately can't make it due to a work commitment, and she's really looking forward to seeing the headlining act."
603,1967,2025-03-19 04:42:23.000,"I think it's great that the event is popular, but I'm disappointed that early bird tickets always seem to disappear instantly. Would it be possible to consider introducing a virtual queue or waiting list system, similar to what other venues use, to give regular attendees like me a fairer chance of securing tickets?"
504,1968,2025-03-19 06:04:52.000,"The VIP area was severely overcrowded, which was not in line with the advertised experience. Unfortunately, this meant that we were unable to access the premium bar that was included in the VIP package. I would appreciate it if you could consider a partial refund of the VIP upgrade fee or offer some form of compensation for future events."
95,1758,2025-03-20 20:57:22.000,"I attended your jazz concert series at Downtown Hall last Friday and wanted to share both some concerns and positive feedback. The saxophonist was absolutely phenomenal - I've been following jazz for 20+ years, and her improvisations during the second set were mind-blowing. However, I'm writing because I've encountered issues with transferring my tickets for the upcoming blues night to my sister. When attempting the transfer through your ticketing system, I received an ""Invalid Recipient Error"" message multiple times, and when I finally got past that, the system showed ""Transfer Not Available for This Event."" I've tried both the mobile app and website but keep running into the same problems."
629,1989,2025-03-21 01:40:35.000,"I'm still waiting for my refund from the Jazz & Soul event that was canceled last month. The confirmation email stated that I would receive my refund within 5-7 business days, but it's now been two weeks. I've attached a copy of my original purchase confirmation for your reference. Could you please investigate this discrepancy and provide an update on when I can expect my refund?"
111,960,2025-03-21 10:50:15.000,"I've been trying to transfer my tickets for the upcoming EDM festival on July 15th to my friend Sarah, but I keep getting a ""Transfer Limit Reached"" error message on the app (screenshot attached). Every time I click ""confirm transfer,"" it displays ""You have exceeded the maximum number of transfers allowed for this event"" before loading endlessly and then crashes. I've tried both on my phone and laptop, same issue. This is super frustrating as the event is only 2 weeks away!"
87,962,2025-03-22 22:31:51.000,"I've been having trouble with my ticket transfer for next month's jazz festival at Riverside. I attempted to transfer my VIP pass to my sister's account three times now, but keep getting an error message (screenshot attached). The error occurs right after I enter her email and click ""confirm transfer."" I've already checked that her email is correct and that she has a registered account."
126,349,2025-03-24 17:03:15.000,"I'm really frustrated with my recent experience on your platform. I've been trying to transfer my tickets for the upcoming Midnight Harmonies Festival to my sister since I can't make it due to a family emergency. I've attached a screenshot of the error message I keep getting when I click the ""Transfer"" button. This has been happening for the past 2 days."
610,2032,2025-03-24 19:43:34.000,"I recently attended the ""Midnight Symphony"" concert and was impressed by the performance, particularly the brass section. However, upon reviewing my credit card statement, I noticed an error with my ticket purchase. I was charged twice for the same ticket, with two separate transactions of $89.50 each appearing on March 15th. I've included a screenshot of the duplicate charges for your reference."
61,1649,2025-03-26 07:16:51.000,"Could you please help me sort out this transfer issue as soon as possible? I keep receiving an ""Invalid Recipient Error"" message when attempting to transfer my tickets, and I've double-checked all the information multiple times. My sister needs to make travel arrangements, and we're getting a bit anxious about the timing. I've tried the transfer several times over the past hour, but the system keeps failing to process it."
83,875,2025-03-26 13:40:08.000,"While I have you, I wanted to mention that I'm a bit disappointed with the recent shift in your event scheduling. As someone who's primarily into techno and deep house, I noticed you've reduced weekend underground events from twice monthly to just once. The mainstream pop concerts are great, but they're not really my scene. Any chance we could get more late-night electronic shows back on the calendar?"
538,2062,2025-03-27 08:57:43.000,"I recently attended the indie folk festival at Meadowlands Arena and had a great time, particularly enjoying the performance by the talented emerging artist with the cello. However, my experience was marred by an issue with my VIP ticket refund. I had bought three VIP passes for $189 each, but unfortunately, I was denied access to the meet-and-greet area, with staff insisting that my wristband was only valid for general admission, despite me showing them my confirmation email."
107,1662,2025-03-28 16:07:41.000,"I've been trying to transfer my tickets for next Friday's jazz fusion concert at Harmony Hall to my sister, but I keep getting a ""Transfer Not Available for This Event"" error message every time I click the ""Transfer"" button on your website. The error specifically states that ticket transfers are restricted for this particular performance due to artist requirements. I've attached a screenshot of the error page I'm getting. This is really frustrating because I paid $175 for these tickets, and I suddenly have to travel for work that weekend."
602,2090,2025-03-29 09:06:59.000,"I'm extremely disappointed and frustrated as I've already spent $289 on this ticket, but now I'm facing a scheduling conflict due to a family wedding. I desperately need assistance with this issue, as my friend Sarah is a huge techno fan and is really looking forward to DJ Starlight's performance."
610,2092,2025-03-29 12:24:57.000,"I'm having trouble with the drink tokens I bought in advance for last month's event - they're still listed as ""pending"" in my account, despite my bank confirming the payment (see attached screenshot for proof)."
565,2096,2025-03-29 18:26:47.000,"I've been a long-time fan of your platform, regularly attending electronic and techno events. However, my latest experience at Warehouse 42's Spring Bass Festival was disappointing. I had bought 4 VIP tickets (Order #8742196) for my group, but upon arrival, we encountered issues with the QR codes not scanning correctly. I've included a screenshot of the error message for your reference."
115,1417,2025-04-01 02:18:01.000,"Also, I'm a bit frustrated about the frequency of metal shows in your venue. As someone who loves thrash and death metal, I feel like we're getting maybe one show every three months, while pop concerts happen almost weekly. Any chance you could book more metal acts?"
505,2129,2025-04-01 15:04:49.000,"I recently bought tickets to the World Beat Festival, but unfortunately, I made an error and purchased three tickets instead of two. I've been attempting to obtain a refund for the extra ticket for over a week now, but the automated system has only provided a generic response stating that my request is being processed, without any further update or communication."
59,1781,2025-04-03 23:37:36.000,"Could you please help me sort out this transfer issue ASAP? I keep receiving an ""Invalid Recipient Error"" when attempting to transfer my ticket. The festival is only 3 weeks away, and my friend needs to arrange travel. I've double-checked the email address multiple times, but the system won't let me complete the transfer."
108,1158,2025-04-04 01:25:03.000,"Could you please:
1. Process a refund for one of the duplicate charges
2. Explain the reasoning behind the reduced show frequency
3. Consider implementing a loyalty program for regular attendees like myself"
93,1163,2025-04-04 14:03:22.000,One suggestion - the waiting time between acts seemed unnecessarily long (40+ minutes). Perhaps you could consider having smaller acts perform on a secondary stage during these transitions?
521,2164,2025-04-04 15:48:19.000,"I've noticed that my payment for the Summer Bass Series 3-event package is still showing as ""pending"" in my account, despite the funds being deducted from my bank account over a week ago. Could you look into this and update the status for me?"
146,1165,2025-04-04 15:50:13.000,"Additionally, I wanted to share some feedback about event notifications. As someone who's really into indie folk and acoustic performances, I noticed I'm getting a lot of EDM show alerts despite updating my preferences. While I appreciate staying informed, it would be great if the recommendations could better align with my musical interests."
94,1182,2025-04-06 03:55:36.000,"I'm experiencing some issues with transferring my tickets for next month's indie folk festival at The Garden Arena. I've been trying to send my 2 VIP tickets to my sister's account for the past hour, but keep getting an error message saying ""Transfer failed - Error 2305"" (screenshot attached). This is really stressing me out since I can no longer attend due to a family wedding that got scheduled for the same weekend."
40,1195,2025-04-06 11:36:06.000,"I'm having trouble with my ticket transfer for the upcoming electronic music festival at Moonlight Gardens next month. I tried transferring 2 VIP passes to my friend Sarah, but after clicking ""complete transfer"" on your website, I got an error message (screenshot attached). The error has been happening for the past 2 days, and I'm getting anxious since Sarah needs to book her flights soon."
157,1200,2025-04-07 16:40:45.000,"One more thing - the new mobile app is definitely an improvement, but I've noticed that sometimes the seat selection map doesn't load properly on my Android phone. Not a huge deal, just thought you should know."
132,1046,2025-04-08 06:48:33.000,"Secondly, while I appreciate the increased frequency of metal shows lately (as a huge metal fan myself!), I've noticed fewer world music events in the calendar. The last Persian classical music event was nearly 8 months ago! Could you please consider balancing the schedule a bit more?"
144,471,2025-04-08 07:39:03.000,"Every time I click the ""Transfer Tickets"" button in my account, I get a weird error message saying ""Transaction cannot be completed - Error Code 2468."" I've attached a screenshot of the error message for reference. I've tried using different browsers and even my phone, but no luck."
102,311,2025-04-08 09:16:45.000,"I've been having issues with my ticket transfer for the upcoming electronic dance festival on June 15th. I tried transferring my VIP pass to my friend Sarah through the app, but it keeps showing an error message (screenshot attached). The loading circle spins forever and then crashes. I've already attempted this 4 times!"
12,1029,2025-04-08 19:32:29.000,"I've been trying to transfer my tickets for the upcoming Dream Symphony Orchestra event on Dec 15th to my sister, but I keep getting a ""Transfer Limit Reached"" error message when I click the ""Transfer"" button (see attached screenshot). The error indicates I've exceeded the maximum number of transfer attempts allowed within a 24-hour period. This is super frustrating as I've already attempted this five times!"
111,724,2025-04-08 20:15:17.000,"I've been trying to transfer my tickets for the upcoming EDM festival at Riverside Park to my sister since I unfortunately have a work commitment that weekend. I've followed the steps in your FAQ but keep getting an error message that says ""Transfer Failed - Error 2305"" (screenshot attached). This is really stressing me out as the festival is in 3 weeks and I paid $289 for these tickets."
136,1276,2025-04-09 05:22:11.000,"Please help me with the ticket transfer issue as soon as possible, as my sister needs to make travel arrangements."
97,1086,2025-04-10 08:09:12.000,"I've been trying to transfer my VIP tickets for the upcoming Neon Pulse Festival to my sister since I unexpectedly need to travel for work that weekend. I've attempted the transfer through your app three times now, but keep getting a ""Transfer Not Available for This Event"" error message (screenshot attached). When I try again, it shows ""Transfer Limit Reached"" after multiple attempts. The tickets weren't cheap - $289 each - and I really need this sorted out soon as the festival is in two weeks."
60,704,2025-04-10 16:23:16.000,"I've been trying to transfer my tickets for the upcoming ""Symphony Under Stars"" concert this Saturday, but I keep getting a ""Transfer Not Available for This Event"" error message when I click the transfer button (see attached screenshot). It's super frustrating because I need to give these tickets to my sister since I caught the flu and can't make it. The error indicates that this particular event has transfer restrictions in place, possibly due to the organizer's policies. I've tried both on my phone and laptop, but no luck. After multiple attempts, I also received a ""Transfer failed - try again later"" notification, which makes the situation even more concerning."
83,1242,2025-04-10 20:48:16.000,"Also, what's with reducing the frequency of jazz nights at The Blue Room? Those intimate Thursday sessions were the highlight of my month, especially when you featured local artists. The new bi-monthly schedule just isn't enough for us jazz enthusiasts. I particularly miss the improvisational segments."
154,1254,2025-04-11 12:22:59.000,"Also, quick heads up - the calendar feature on your website seems to be showing incorrect times for next month's events. Everything appears to be 2 hours off compared to what's shown on your Instagram posts."
24,705,2025-04-12 01:49:04.000,"I'm having a really frustrating experience with my tickets for the upcoming Electronic Beats Festival next month. I purchased 2 VIP tickets ($189 each) last week, but when I try to transfer one to my friend, I keep getting an error message saying ""Transfer limit exceeded"" (screenshot attached). I've only made this one transfer attempt, so I don't understand why this is happening."
22,1652,2025-04-15 13:00:50.000,"I noticed this issue started happening right after your latest app update. I've already tried logging out and back in, clearing my cache, and even reinstalling the app, but nothing seems to work. "
565,2310,2025-04-15 16:04:58.000,"I recently attended the electronic music festival at Moonlight Gardens and had a mixed experience. Although DJ Starweaver's set was phenomenal, with a particularly memorable bass drop at 1 AM, I was disappointed with the sound quality during the earlier performances. Specifically, I noticed significant distortion emanating from the left speaker stack, which detracted from my overall enjoyment of the first two acts."
649,2320,2025-04-16 11:39:09.000,"I'd love to see the new notification system improved to better cater to individual tastes. As a fan of indie rock and alternative music, I'm finding the current notifications to be a bit off-target, with too many country music events popping up. It would be fantastic if the system could learn from my past ticket purchases or allow me to set preferences, so I only receive notifications about shows that align with my musical interests."
63,578,2025-04-16 23:31:38.000,"Please let me know about the ticket transfer issue when you can - I've been receiving an ""Invalid Recipient Error"" message when attempting to transfer the tickets to my sister, and she needs to make travel arrangements soon. I've double-checked her email address multiple times, but the system still won't let me complete the transfer."
82,1349,2025-04-18 07:23:07.000,"Also, while I'm writing - I've been a loyal attendee of your jazz events for the past 3 years, and I've noticed you've really cut back on the bebop performances lately. The contemporary fusion stuff is fine, but some of us old-school jazz lovers would love to see more traditional acts. The last truly great bebop show you hosted was back in February, and I'd hate to have to start looking elsewhere for my jazz fix."
165,1359,2025-04-19 01:44:43.000,"Could you please:
1. Help resolve the ticket transfer issue ASAP
2. Let me know if the World Beat series will return
3. Confirm if my payment from last week's cancelled show has been refunded (order #RT789456)"
97,195,2025-04-19 03:39:10.000,"However, I'm writing mainly because I'm having issues with ticket transfers. I bought 4 VIP passes ($289 each) for next month's show, but two of my friends can't make it anymore. I've tried transferring the tickets through your app for the past 3 days, but keep getting an ""Error 506: Transfer Limit Reached"" message (screenshot attached). I've also noticed the transfer button is grayed out sometimes, displaying ""Transfer Not Available for This Event"" when I hover over it. When I finally got the transfer option to work, it showed an ""Invalid Recipient Error"" message, suggesting there might be restrictions on who can receive VIP passes. After multiple attempts, the system now shows ""Transfer failed - please try again later"" whenever I attempt to complete the transfer."
50,1539,2025-04-19 05:10:36.000,"I've been trying to transfer my tickets for the upcoming Summer Beats Festival to my sister since I unfortunately caught COVID, but I keep getting a ""Transfer Not Available for This Event"" error message when attempting to do so through your app (screenshot attached). After entering her email address, the loading circle just spins endlessly and eventually times out with a ""Transfer failed - try again later"" notification. I've tried both Chrome and Safari browsers, but encounter the same transfer limit timeout issue."
160,1568,2025-04-19 13:56:11.000,"Could you please help me sort out this ticket transfer issue? I keep getting an ""Invalid Recipient Error"" message when trying to transfer the tickets to my sister's account. She needs to make travel arrangements soon, and this delay is causing her significant stress."
86,28,2025-04-19 16:50:44.000,"I've been trying to transfer my tickets for the upcoming electronic dance show at Sunset Arena next Friday, but I keep getting an error message when I enter the recipient's email (screenshot attached). This is super frustrating as I've already promised these tickets to my cousin who's visiting from overseas. I really need this sorted ASAP since the show is in 4 days!"
568,2374,2025-04-20 03:38:32.000,"I'm having some issues with the new mobile app, specifically with accessing digital tickets. The loading time is extremely slow, often taking up to 5 minutes, which recently caused me to miss the opening act of a show while I was waiting in line in the rain."
162,769,2025-04-20 04:07:52.000,"I've been a loyal customer of your platform for several years now, primarily attending electronic and techno events. Recently, I noticed that the frequency of underground warehouse events has significantly decreased in the past 3 months. While I understand this might be due to seasonal changes, I really miss those intimate, raw experiences that made your venue special."
90,1378,2025-04-20 07:52:29.000,"While I have you, I wanted to mention how much I love the new jazz series you've been hosting on Thursday nights. The intimate venue setting is perfect for that type of music. However, I think the scheduling could be better - having shows start at 7:30 PM is a bit early for those of us coming straight from work. Would you consider pushing the start time to 8:15 PM? I really want to attend more shows but keep missing the first few songs."
112,1271,2025-04-20 20:26:10.000,"Could you please help me resolve this transfer issue? I keep receiving an ""Invalid Recipient Error"" when attempting to transfer my tickets, and I've double-checked the email address multiple times. If a transfer isn't possible, I'd like to know my refund options. My order number is MN2023-45789."
65,1768,2025-04-20 22:27:40.000,"Also, I notice you've reduced the frequency of trance events in the past few months. As someone who particularly enjoys the genre, I'd love to see more options. The current bi-monthly schedule isn't enough to satisfy the growing trance community here."
629,2399,2025-04-22 06:40:55.000,"I'm still waiting for my refund from the cancelled Electronic Music Festival, which I was told would be processed three weeks ago. My transaction number is TXN-2023-89472. Can you investigate the status of my refund and let me know when I can expect to receive it?"
61,1197,2025-04-22 09:25:15.000,"I've been having issues with transferring my ticket for the upcoming indie folk festival at Meadowview Gardens on July 15th. I tried following the steps in your FAQ to transfer my VIP pass to my sister (username: stellashine92), but I keep getting an error message saying ""recipient not found."" I've attached a screenshot of the error page for reference. "
532,2416,2025-04-24 04:20:25.000,I'm reaching out about an issue with my order for the experimental electronic show next month. I inadvertently bought two tickets (as shown in the attached screenshot) and I'd like to request a refund for the duplicate ticket. My order number is RT789321.
71,685,2025-04-25 06:20:48.000,"I've been trying to transfer my VIP tickets for the upcoming Summer Beats Festival to my sister since I unexpectedly need to travel for work that weekend. I've attempted the transfer through your app three times now, but keep getting an error message saying ""Transfer failed - Error code 2468"" (screenshot attached). This is really frustrating as these weren't cheap tickets, and the festival is only 10 days away!"
581,2432,2025-04-25 07:49:07.000,"Here is a rewritten version:

I would greatly appreciate it if you could assist me with the following:

1. Process a refund for the duplicate charge as soon as possible.
2. Verify that my original order for 4 VIP tickets is still confirmed and valid.
3. Inform me if there are any plans to add additional stages to the event."
618,2447,2025-04-26 12:36:42.000,"I'm experiencing an issue with the early bird pricing for next month's show on your website. Although it's listed as ""available"", when I attempt to complete my purchase, the price switches to the regular rate. I've included a screenshot that highlights this discrepancy."
597,2454,2025-04-26 20:14:45.000,"I'm a huge fan of the underground electronic music series and appreciate the monthly events, which have been a great platform for showcasing experimental techno and ambient artists. The only suggestion I have for improvement is the sound system at The Blue Room venue, which sometimes struggles to handle the low-end frequencies during bass-heavy sets."
529,2462,2025-04-27 13:53:10.000,I've noticed a technical issue with your mobile app - the venue map isn't displaying correctly for upcoming events. I've included a screenshot to illustrate the problem.
101,711,2025-04-30 09:37:46.000,"I'm really frustrated with my recent experience trying to transfer my tickets for the upcoming jazz festival next month. I've been attempting to send my tickets to my sister for the past 2 hours, but every time I click the ""Transfer"" button, I keep getting an error message saying ""Transaction cannot be completed at this time."" I've attached a screenshot of the error for your reference."
88,1497,2025-04-30 13:45:28.000,"Additionally, I noticed that the festival's schedule shows significant overlap between the two main stages during peak evening hours. As someone who particularly loves both contemporary jazz fusion and Latin jazz, it's disappointing that I'll have to choose between performances running simultaneously at 8-9:30 PM. Any chance this could be adjusted? This has been my go-to festival for the past 3 years, and the scheduling has never been an issue before."
110,298,2025-05-02 05:42:12.000,"Also, I tried transferring my ticket for the upcoming ""Electronic Dreams Festival"" to my sister since I can't make it anymore (caught a work commitment), but I keep getting an error message in the app. I've attached another screenshot of the error - it just shows a blank screen after I click ""transfer ticket."" Could you please help me with this? The festival is this weekend, so I'm hoping to get this sorted ASAP."
539,2520,2025-05-02 09:33:20.000,"I've been a loyal fan of your monthly jazz nights, enjoying the unique atmosphere and great acoustics of your basement venue. I've noticed that the events have become less regular, with the last two months being skipped without prior notice. I'd love it if you could keep your subscribers informed about any scheduling changes through your newsletter, so we can plan ahead and ensure we don't miss out on any upcoming performances."
27,255,2025-05-02 13:46:40.000,"I'm a huge fan of techno and house music, and I've attended every summer festival you've organized since 2019. The lineup this year looks incredible, especially the underground DJs you've booked for the Forest Stage. However, I'm really disappointed that I can't make it due to a family emergency, and this transfer issue is making everything more stressful. I've tried multiple times to transfer my ticket to my friend, but I keep getting a ""Transfer Limit Reached"" error message. When I finally got past that, the system showed ""Transfer Not Available for This Event"" despite the website clearly stating that transfers are allowed up to 48 hours before the event."
122,401,2025-05-02 20:42:36.000,"I purchased 4 VIP tickets for my friends and myself, but one friend couldn't make it last minute due to a family emergency. I tried transferring her ticket to another friend through your mobile app, but kept getting a ""Transfer Not Available for This Event"" error message (screenshot attached). The error appears right after I enter the recipient's email - it just shows a blank screen with a red ""X"" indicating that ticket transfers have been disabled by the event organizer for this particular event. I've tried both on Wi-Fi and cellular data, but no luck."
140,1822,2025-05-04 09:46:04.000,"I'm reaching out because I'm having trouble transferring my tickets for the upcoming electronic music festival at Sunset Valley. I purchased 4 VIP passes last month, but due to a family emergency, I can only attend one day. I've been trying to transfer 2 tickets to my friend Sarah through your mobile app for the past hour, but keep getting an error message saying ""Transaction cannot be completed."" I've attached a screenshot of the error for reference."
